Reference,Words
Genesis 42:19,28
Genesis 42:20,22
Genesis 42:21,38
Genesis 42:22,29
Genesis 42:23,16
Genesis 42:24,29
Genesis 42:25,32
Genesis 42:26,11
Genesis 42:27,28
Genesis 42:28,40
Genesis 42:29,21
Genesis 42:30,21
Genesis 42:31,13
Genesis 42:32,25
Genesis 42:33,40
Genesis 42:34,36
Genesis 42:35,36
Genesis 42:36,33
Genesis 42:37,31
Genesis 42:38,46
Genesis 43:1,8
Genesis 43:2,31
Genesis 43:3,26
Genesis 43:4,16
Genesis 43:5,30
Genesis 43:6,21
Genesis 43:7,48
Genesis 43:8,34
Genesis 43:9,33
Genesis 43:10,13
Genesis 43:11,46
Genesis 43:12,31
Genesis 43:13,11
Genesis 43:14,29
Genesis 43:15,28
Genesis 43:16,33
Genesis 43:17,16
Genesis 43:18,52
Genesis 43:19,21
Genesis 43:20,15
Genesis 43:21,42
Genesis 43:22,23
Genesis 43:23,35
Genesis 43:24,24
Genesis 43:25,20
Genesis 43:26,26
Genesis 43:27,24
Genesis 43:28,24
Genesis 43:29,37
Genesis 43:30,27
Genesis 43:31,16
Genesis 43:32,42
Genesis 43:33,25
Genesis 43:34,31
Genesis 44:1,30
Genesis 44:2,29
Genesis 44:3,16
Genesis 44:4,40
Genesis 44:5,21
Genesis 44:6,12
Genesis 44:7,22
Genesis 44:8,34
Genesis 44:9,20
Genesis 44:10,27
Genesis 44:11,18
Genesis 44:12,21
Genesis 44:13,16
Genesis 44:14,22
Genesis 44:15,25
Genesis 44:16,46
Genesis 44:17,37
Genesis 44:18,39
Genesis 44:19,13
Genesis 44:20,41
Genesis 44:21,19
Genesis 44:22,23
Genesis 44:23,21
Genesis 44:24,22
Genesis 44:25,12
Genesis 44:26,34
Genesis 44:27,17
Genesis 44:28,22
Genesis 44:29,24
Genesis 44:30,28
Genesis 44:31,38
Genesis 44:32,30
Genesis 44:33,27
Genesis 44:34,28
Genesis 45:1,39
Genesis 45:2,13
Genesis 45:3,28
Genesis 45:4,30
Genesis 45:5,24
Genesis 45:6,27
Genesis 45:7,23
Genesis 45:8,36
Genesis 45:9,31
Genesis 45:10,35
Genesis 45:11,27
Genesis 45:12,21
Genesis 45:13,29
Genesis 45:14,16
Genesis 45:15,18
Genesis 45:16,22
Genesis 45:17,24
Genesis 45:18,32
Genesis 45:19,30
Genesis 45:20,16
Genesis 45:21,25
Genesis 45:22,26
Genesis 45:23,35
Genesis 45:24,23
Genesis 45:25,18
Genesis 45:26,27
Genesis 45:27,35
Genesis 45:28,21
Genesis 46:1,24
Genesis 46:2,21
Genesis 46:3,28
Genesis 46:4,26
Genesis 46:5,32
Genesis 46:6,28
Genesis 46:7,24
Genesis 46:8,21
Genesis 46:9,12
Genesis 46:10,22
Genesis 46:11,9
Genesis 46:12,33
Genesis 46:13,12
Genesis 46:14,10
Genesis 46:15,30
Genesis 46:16,16
Genesis 46:17,24
Genesis 46:18,22
Genesis 46:19,9
Genesis 46:20,25
Genesis 46:21,22
Genesis 46:22,16
Genesis 46:23,6
Genesis 46:24,12
Genesis 46:25,24
Genesis 46:26,26
Genesis 46:27,30
Genesis 46:28,22
Genesis 46:29,35
Genesis 46:30,20
Genesis 46:31,39
Genesis 46:32,27
Genesis 46:33,18
Genesis 46:34,41
Genesis 47:1,41
Genesis 47:2,15
Genesis 47:3,25
Genesis 47:4,47
Genesis 47:5,15
Genesis 47:6,45
Genesis 47:7,16
Genesis 47:8,9
Genesis 47:9,54
Genesis 47:10,10
Genesis 47:11,33
Genesis 47:12,19
Genesis 47:13,33
Genesis 47:14,35
Genesis 47:15,38
Genesis 47:16,17
Genesis 47:17,44
Genesis 47:18,55
Genesis 47:19,46
Genesis 47:20,29
Genesis 47:21,24
Genesis 47:22,34
Genesis 47:23,30
Genesis 47:24,47
Genesis 47:25,24
Genesis 47:26,32
Genesis 47:27,23
Genesis 47:28,23
Genesis 47:29,52
Genesis 47:30,31
Genesis 47:31,19
Genesis 48:1,28
Genesis 48:2,22
Genesis 48:3,20
Genesis 48:4,37
Genesis 48:5,35
Genesis 48:6,24
Genesis 48:7,47
Genesis 48:8,10
Genesis 48:9,33
Genesis 48:10,29
Genesis 48:11,22
Genesis 48:12,19
Genesis 48:13,30
Genesis 48:14,33
Genesis 48:15,28
Genesis 48:16,41
Genesis 48:17,35
Genesis 48:18,22
Genesis 48:19,45
Genesis 48:20,27
Genesis 48:21,24
Genesis 48:22,28
Genesis 49:1,25
Genesis 49:2,15
Genesis 49:3,22
Genesis 49:4,25
Genesis 49:5,12
Genesis 49:6,35
Genesis 49:7,26
Genesis 49:8,27
Genesis 49:9,32
Genesis 49:10,27
Genesis 49:11,28
Genesis 49:12,13
Genesis 49:13,25
Genesis 49:14,10
Genesis 49:15,26
Genesis 49:16,12
Genesis 49:17,25
Genesis 49:18,8
Genesis 49:19,13
Genesis 49:20,14
Genesis 49:21,10
Genesis 49:22,18
Genesis 49:23,13
Genesis 49:24,33
Genesis 49:25,39
Genesis 49:26,44
Genesis 49:27,22
Genesis 49:28,30
Genesis 49:29,33
Genesis 49:30,35
Genesis 49:31,21
Genesis 49:32,18
Genesis 49:33,30
Genesis 50:1,14
Genesis 50:2,16
Genesis 50:3,28
Genesis 50:4,36
Genesis 50:5,46
Genesis 50:6,15
Genesis 50:7,32
Genesis 50:8,30
Genesis 50:9,17
Genesis 50:10,33
Genesis 50:11,39
Genesis 50:12,11
Genesis 50:13,39
Genesis 50:14,26
Genesis 50:15,30
Genesis 50:16,16
Genesis 50:17,50
Genesis 50:18,19
Genesis 50:19,15
Genesis 50:20,29
Genesis 50:21,22
Genesis 50:22,18
Genesis 50:23,24
Genesis 50:24,34
Genesis 50:25,25
Genesis 50:26,23
Exodus 1:1,22
Exodus 1:2,5
Exodus 1:3,4
Exodus 1:4,6
Exodus 1:5,21
Exodus 1:6,11
Exodus 1:7,23
Exodus 1:8,13
Exodus 1:9,20
Exodus 1:10,42
Exodus 1:11,23
Exodus 1:12,22
Exodus 1:13,12
Exodus 1:14,34
Exodus 1:15,26
Exodus 1:16,41
Exodus 1:17,21
Exodus 1:18,26
Exodus 1:19,30
Exodus 1:20,15
Exodus 1:21,15
Exodus 1:22,25
Exodus 2:1,18
Exodus 2:2,24
Exodus 2:3,40
Exodus 2:4,14
Exodus 2:5,38
Exodus 2:6,30
Exodus 2:7,28
Exodus 2:8,16
Exodus 2:9,31
Exodus 2:10,33
Exodus 2:11,36
Exodus 2:12,27
Exodus 2:13,30
Exodus 2:14,33
Exodus 2:15,33
Exodus 2:16,23
Exodus 2:17,19
Exodus 2:18,21
Exodus 2:19,25
Exodus 2:20,26
Exodus 2:21,16
Exodus 2:22,24
Exodus 2:23,41
Exodus 2:24,17
Exodus 2:25,14
Exodus 3:1,36
Exodus 3:2,37
Exodus 3:3,19
Exodus 3:4,32
Exodus 3:5,24
Exodus 3:6,36
Exodus 3:7,32
Exodus 3:8,60
Exodus 3:9,26
Exodus 3:10,24
Exodus 3:11,27
Exodus 3:12,39
Exodus 3:13,45
Exodus 3:14,29
Exodus 3:15,53
Exodus 3:16,46
Exodus 3:17,44
Exodus 3:18,61
Exodus 3:19,20
Exodus 3:20,30
Exodus 3:21,28
Exodus 3:22,43
Exodus 4:1,28
Exodus 4:2,17
Exodus 4:3,26
Exodus 4:4,33
Exodus 4:5,28
Exodus 4:6,35
Exodus 4:7,36
Exodus 4:8,31
Exodus 4:9,54
Exodus 4:10,34
Exodus 4:11,29
Exodus 4:12,17
Exodus 4:13,19
Exodus 4:14,48
Exodus 4:15,31
Exodus 4:16,32
Exodus 4:17,14
Exodus 4:18,45
Exodus 4:19,22
Exodus 4:20,32
Exodus 4:21,43
Exodus 4:22,17
Exodus 4:23,31
Exodus 4:24,21
Exodus 4:25,30
Exodus 4:26,17
Exodus 4:27,27
Exodus 4:28,23
Exodus 4:29,16
Exodus 4:30,23
Exodus 4:31,32
Exodus 5:1,32
Exodus 5:2,28
Exodus 5:3,42
Exodus 5:4,25
Exodus 5:5,20
Exodus 5:6,15
Exodus 5:7,21
Exodus 5:8,38
Exodus 5:9,21
Exodus 5:10,27
Exodus 5:11,19
Exodus 5:12,18
Exodus 5:13,17
Exodus 5:14,36
Exodus 5:15,21
Exodus 5:16,29
Exodus 5:17,21
Exodus 5:18,21
Exodus 5:19,32
Exodus 5:20,17
Exodus 5:21,43
Exodus 5:22,25
Exodus 5:23,26
Exodus 6:1,39
Exodus 6:2,13
Exodus 6:3,27
Exodus 6:4,25
Exodus 6:5,24
Exodus 6:6,47
Exodus 6:7,40
Exodus 6:8,38
Exodus 6:9,23
Exodus 6:10,7
Exodus 6:11,20
Exodus 6:12,28
Exodus 6:13,37
Exodus 6:14,28
Exodus 6:15,28
Exodus 6:16,34
Exodus 6:17,11
Exodus 6:18,27
Exodus 6:19,18
Exodus 6:20,33
Exodus 6:21,10
Exodus 6:22,10
Exodus 6:23,23
Exodus 6:24,17
Exodus 6:25,33
Exodus 6:26,26
Exodus 6:27,25
Exodus 6:28,19
Exodus 6:29,24
Exodus 6:30,19
Exodus 7:1,23
Exodus 7:2,27
Exodus 7:3,18
Exodus 7:4,36
Exodus 7:5,28
Exodus 7:6,13
Exodus 7:7,18
Exodus 7:8,10
Exodus 7:9,32
Exodus 7:10,34
Exodus 7:11,24
Exodus 7:12,19
Exodus 7:13,16
Exodus 7:14,17
Exodus 7:15,40
Exodus 7:16,37
Exodus 7:17,41
Exodus 7:18,28
Exodus 7:19,66
Exodus 7:20,50
Exodus 7:21,35
Exodus 7:22,26
Exodus 7:23,17
Exodus 7:24,24
Exodus 7:25,13
Exodus 8:1,26
Exodus 8:2,17
Exodus 8:3,44
Exodus 8:4,18
Exodus 8:5,37
Exodus 8:6,22
Exodus 8:7,17
Exodus 8:8,40
Exodus 8:9,39
Exodus 8:10,28
Exodus 8:11,26
Exodus 8:12,24
Exodus 8:13,27
Exodus 8:14,11
Exodus 8:15,22
Exodus 8:16,31
Exodus 8:17,43
Exodus 8:18,25
Exodus 8:19,28
Exodus 8:20,40
Exodus 8:21,50
Exodus 8:22,41
Exodus 8:23,18
Exodus 8:24,41
Exodus 8:25,19
Exodus 8:26,42
Exodus 8:27,21
Exodus 8:28,31
Exodus 8:29,52
Exodus 8:30,10
Exodus 8:31,30
Exodus 8:32,16
Exodus 9:1,30
Exodus 9:2,13
Exodus 9:3,38
Exodus 9:4,28
Exodus 9:5,19
Exodus 9:6,28
Exodus 9:7,31
Exodus 9:8,31
Exodus 9:9,32
Exodus 9:10,32
Exodus 9:11,24
Exodus 9:12,21
Exodus 9:13,37
Exodus 9:14,35
Exodus 9:15,27
Exodus 9:16,30
Exodus 9:17,15
Exodus 9:18,30
Exodus 9:19,45
Exodus 9:20,23
Exodus 9:21,19
Exodus 9:22,40
Exodus 9:23,33
Exodus 9:24,30
Exodus 9:25,36
Exodus 9:26,16
Exodus 9:27,29
Exodus 9:28,28
Exodus 9:29,47
Exodus 9:30,18
Exodus 9:31,20
Exodus 9:32,15
Exodus 9:33,32
Exodus 9:34,27
Exodus 9:35,23
Exodus 10:1,31
Exodus 10:2,42
Exodus 10:3,39
Exodus 10:4,20
Exodus 10:5,49
Exodus 10:6,51
Exodus 10:7,36
Exodus 10:8,27
Exodus 10:9,39
Exodus 10:10,30
Exodus 10:11,25
Exodus 10:12,42
Exodus 10:13,39
Exodus 10:14,38
Exodus 10:15,59
Exodus 10:16,23
Exodus 10:17,27
Exodus 10:18,10
Exodus 10:19,32
Exodus 10:20,17
Exodus 10:21,28
Exodus 10:22,22
Exodus 10:23,25
Exodus 10:24,29
Exodus 10:25,21
Exodus 10:26,41
Exodus 10:27,13
Exodus 10:28,29
Exodus 10:29,15
Exodus 11:1,39
Exodus 11:2,29
Exodus 11:3,38
Exodus 11:4,18
Exodus 11:5,39
Exodus 11:6,27
Exodus 11:7,36
Exodus 11:8,44
Exodus 11:9,23
Exodus 11:10,31
Exodus 12:1,14
Exodus 12:2,21
Exodus 12:3,37
Exodus 12:4,41
Exodus 12:5,24
Exodus 12:6,29
Exodus 12:7,29
Exodus 12:8,23
Exodus 12:9,25
Exodus 12:10,25
Exodus 12:11,33
Exodus 12:12,41
Exodus 12:13,45
Exodus 12:14,34
Exodus 12:15,41
Exodus 12:16,47
Exodus 12:17,39
Exodus 12:18,29
Exodus 12:19,40
Exodus 12:20,14
Exodus 12:21,28
Exodus 12:22,52
Exodus 12:23,47
Exodus 12:24,17
Exodus 12:25,30
Exodus 12:26,19
Exodus 12:27,41
Exodus 12:28,20
Exodus 12:29,46
Exodus 12:30,36
Exodus 12:31,37
Exodus 12:32,18
Exodus 12:33,27
Exodus 12:34,21
Exodus 12:35,27
Exodus 12:36,29
Exodus 12:37,21
Exodus 12:38,17
Exodus 12:39,39
Exodus 12:40,18
Exodus 12:41,37
Exodus 12:42,39
Exodus 12:43,21
Exodus 12:44,19
Exodus 12:45,10
Exodus 12:46,28
Exodus 12:47,8
Exodus 12:48,50
Exodus 12:49,17
Exodus 12:50,17
Exodus 12:51,26
Exodus 13:1,7
Exodus 13:2,24
Exodus 13:3,42
Exodus 13:4,9
Exodus 13:5,53
Exodus 13:6,19
Exodus 13:7,29
Exodus 13:8,29
Exodus 13:9,41
Exodus 13:10,13
Exodus 13:11,30
Exodus 13:12,30
Exodus 13:13,37
Exodus 13:14,39
Exodus 13:15,56
Exodus 13:16,29
Exodus 13:17,47
Exodus 13:18,30
Exodus 13:19,35
Exodus 13:20,17
Exodus 13:21,37
Exodus 13:22,22
Exodus 14:1,7
Exodus 14:2,29
Exodus 14:3,21
Exodus 14:4,38
Exodus 14:5,43
Exodus 14:6,12
Exodus 14:7,20
Exodus 14:8,30
Exodus 14:9,30
Exodus 14:10,35
Exodus 14:11,36
Exodus 14:12,41
Exodus 14:13,44
Exodus 14:14,12
Exodus 14:15,21
Exodus 14:16,33
Exodus 14:17,36
Exodus 14:18,25
Exodus 14:19,32
Exodus 14:20,43
Exodus 14:21,37
Exodus 14:22,32
Exodus 14:23,24
Exodus 14:24,35
Exodus 14:25,33
Exodus 14:26,29
Exodus 14:27,38
Exodus 14:28,33
Exodus 14:29,31
Exodus 14:30,24
Exodus 14:31,27
Exodus 15:1,38
Exodus 15:2,32
Exodus 15:3,12
Exodus 15:4,21
Exodus 15:5,13
Exodus 15:6,21
Exodus 15:7,26
Exodus 15:8,30
Exodus 15:9,31
Exodus 15:10,18
Exodus 15:11,22
Exodus 15:12,10
Exodus 15:13,24
Exodus 15:14,16
Exodus 15:15,27
Exodus 15:16,37
Exodus 15:17,38
Exodus 15:18,8
Exodus 15:19,44
Exodus 15:20,27
Exodus 15:21,25
Exodus 15:22,29
Exodus 15:23,27
Exodus 15:24,11
Exodus 15:25,41
Exodus 15:26,61
Exodus 15:27,24
Exodus 16:1,45
Exodus 16:2,17
Exodus 16:3,57
Exodus 16:4,42
Exodus 16:5,30
Exodus 16:6,29
Exodus 16:7,31
Exodus 16:8,52
Exodus 16:9,26
Exodus 16:10,34
Exodus 16:11,7
Exodus 16:12,41
Exodus 16:13,27
Exodus 16:14,31
Exodus 16:15,40
Exodus 16:16,41
Exodus 16:17,13
Exodus 16:18,32
Exodus 16:19,12
Exodus 16:20,28
Exodus 16:21,20
Exodus 16:22,32
Exodus 16:23,54
Exodus 16:24,22
Exodus 16:25,26
Exodus 16:26,21
Exodus 16:27,24
Exodus 16:28,17
Exodus 16:29,42
Exodus 16:30,8
Exodus 16:31,28
Exodus 16:32,46
Exodus 16:33,29
Exodus 16:34,16
Exodus 16:35,32
Exodus 16:36,10
Exodus 17:1,39
Exodus 17:2,32
Exodus 17:3,38
Exodus 17:4,21
Exodus 17:5,34
Exodus 17:6,43
Exodus 17:7,34
Exodus 17:8,9
Exodus 17:9,34
Exodus 17:10,26
Exodus 17:11,23
Exodus 17:12,52
Exodus 17:13,13
Exodus 17:14,35
Exodus 17:15,12
Exodus 17:16,20
Exodus 18:1,34
Exodus 18:2,16
Exodus 18:3,25
Exodus 18:4,27
Exodus 18:5,26
Exodus 18:6,24
Exodus 18:7,30
Exodus 18:8,40
Exodus 18:9,25
Exodus 18:10,37
Exodus 18:11,23
Exodus 18:12,33
Exodus 18:13,27
Exodus 18:14,42
Exodus 18:15,18
Exodus 18:16,29
Exodus 18:17,16
Exodus 18:18,31
Exodus 18:19,31
Exodus 18:20,25
Exodus 18:21,41
Exodus 18:22,44
Exodus 18:23,30
Exodus 18:24,18
Exodus 18:25,29
Exodus 18:26,22
Exodus 18:27,17
Exodus 19:1,28
Exodus 19:2,27
Exodus 19:3,32
Exodus 19:4,22
Exodus 19:5,31
Exodus 19:6,27
Exodus 19:7,24
Exodus 19:8,28
Exodus 19:9,41
Exodus 19:10,24
Exodus 19:11,26
Exodus 19:12,39
Exodus 19:13,38
Exodus 19:14,19
Exodus 19:15,17
Exodus 19:16,44
Exodus 19:17,24
Exodus 19:18,33
Exodus 19:19,23
Exodus 19:20,30
Exodus 19:21,25
Exodus 19:22,20
Exodus 19:23,27
Exodus 19:24,42
Exodus 19:25,11
Exodus 20:1,7
Exodus 20:2,22
Exodus 20:3,8
Exodus 20:4,36
Exodus 20:5,41
Exodus 20:6,14
Exodus 20:7,27
Exodus 20:8,8
Exodus 20:9,10
Exodus 20:10,43
Exodus 20:11,33
Exodus 20:12,22
Exodus 20:13,4
Exodus 20:14,5
Exodus 20:15,4
Exodus 20:16,9
Exodus 20:17,33
Exodus 20:18,32
Exodus 20:19,23
Exodus 20:20,28
Exodus 20:21,17
Exodus 20:22,26
Exodus 20:23,18
Exodus 20:24,43
Exodus 20:25,31
Exodus 20:26,17
Exodus 21:1,11
Exodus 21:2,22
Exodus 21:3,24
Exodus 21:4,32
Exodus 21:5,22
Exodus 21:6,40
Exodus 21:7,20
Exodus 21:8,38
Exodus 21:9,19
Exodus 21:10,19
Exodus 21:11,17
Exodus 21:12,15
Exodus 21:13,26
Exodus 21:14,25
Exodus 21:15,15
Exodus 21:16,24
Exodus 21:17,15
Exodus 21:18,24
Exodus 21:19,36
Exodus 21:20,24
Exodus 21:21,18
Exodus 21:22,43
Exodus 21:23,12
Exodus 21:24,12
Exodus 21:25,9
Exodus 21:26,29
Exodus 21:27,22
Exodus 21:28,35
Exodus 21:29,53
Exodus 21:30,25
Exodus 21:31,21
Exodus 21:32,26
Exodus 21:33,28
Exodus 21:34,24
Exodus 21:35,31
Exodus 21:36,37
Exodus 22:1,30
Exodus 22:2,21
Exodus 22:3,32
Exodus 22:4,22
Exodus 22:5,44
Exodus 22:6,33
Exodus 22:7,31
Exodus 22:8,30
Exodus 22:9,52
Exodus 22:10,33
Exodus 22:11,37
Exodus 22:12,15
Exodus 22:13,23
Exodus 22:14,28
Exodus 22:15,25
Exodus 22:16,24
Exodus 22:17,20
Exodus 22:18,8
Exodus 22:19,11
Exodus 22:20,16
Exodus 22:21,18
Exodus 22:22,9
Exodus 22:23,20
Exodus 22:24,24
Exodus 22:25,30
Exodus 22:26,22
Exodus 22:27,36
Exodus 22:28,13
Exodus 22:29,26
Exodus 22:30,28
Exodus 22:31,29
Exodus 23:1,19
Exodus 23:2,23
Exodus 23:3,10
Exodus 23:4,20
Exodus 23:5,26
Exodus 23:6,12
Exodus 23:7,22
Exodus 23:8,19
Exodus 23:9,24
Exodus 23:10,15
Exodus 23:11,44
Exodus 23:12,35
Exodus 23:13,31
Exodus 23:14,12
Exodus 23:15,42
Exodus 23:16,41
Exodus 23:17,14
Exodus 23:18,23
Exodus 23:19,29
Exodus 23:20,24
Exodus 23:21,23
Exodus 23:22,29
Exodus 23:23,35
Exodus 23:24,28
Exodus 23:25,28
Exodus 23:26,20
Exodus 23:27,30
Exodus 23:28,21
Exodus 23:29,26
Exodus 23:30,20
Exodus 23:31,44
Exodus 23:32,11
Exodus 23:33,28
Exodus 24:1,28
Exodus 24:2,22
Exodus 24:3,38
Exodus 24:4,33
Exodus 24:5,23
Exodus 24:6,22
Exodus 24:7,31
Exodus 24:8,30
Exodus 24:9,16
Exodus 24:10,34
Exodus 24:11,23
Exodus 24:12,38
Exodus 24:13,17
Exodus 24:14,38
Exodus 24:15,13
Exodus 24:16,32
Exodus 24:17,27
Exodus 24:18,27
Exodus 25:1,7
Exodus 25:2,27
Exodus 25:3,16
Exodus 25:4,12
Exodus 25:5,11
Exodus 25:6,12
Exodus 25:7,14
Exodus 25:8,13
Exodus 25:9,27
Exodus 25:10,37
Exodus 25:11,26
Exodus 25:12,38
Exodus 25:13,13
Exodus 25:14,23
Exodus 25:15,17
Exodus 25:16,14
Exodus 25:17,29
Exodus 25:18,23
Exodus 25:19,31
Exodus 25:20,36
Exodus 25:21,25
Exodus 25:22,46
Exodus 25:23,31
Exodus 25:24,17
Exodus 25:25,27
Exodus 25:26,25
Exodus 25:27,17
Exodus 25:28,22
Exodus 25:29,26
Exodus 25:30,11
Exodus 25:31,34
Exodus 25:32,32
Exodus 25:33,42
Exodus 25:34,18
Exodus 25:35,41
Exodus 25:36,20
Exodus 25:37,23
Exodus 25:38,13
Exodus 25:39,14
Exodus 25:40,16
Exodus 26:1,28
Exodus 26:2,29
Exodus 26:3,20
Exodus 26:4,38
Exodus 26:5,38
Exodus 26:6,22
Exodus 26:7,20
Exodus 26:8,27
Exodus 26:9,25
Exodus 26:10,32
Exodus 26:11,25
Exodus 26:12,24
Exodus 26:13,46
Exodus 26:14,21
Exodus 26:15,13
Exodus 26:16,22
Exodus 26:17,25
Exodus 26:18,16
Exodus 26:19,31
Exodus 26:20,17
Exodus 26:21,17
Exodus 26:22,13
Exodus 26:23,16
Exodus 26:24,35
Exodus 26:25,24
Exodus 26:26,19
Exodus 26:27,30
Exodus 26:28,16
Exodus 26:29,27
Exodus 26:30,19
Exodus 26:31,25
Exodus 26:32,26
Exodus 26:33,39
Exodus 26:34,18
Exodus 26:35,35
Exodus 26:36,25
Exodus 26:37,34
Exodus 27:1,29
Exodus 27:2,27
Exodus 27:3,31
Exodus 27:4,27
Exodus 27:5,24
Exodus 27:6,17
Exodus 27:7,24
Exodus 27:8,20
Exodus 27:9,33
Exodus 27:10,25
Exodus 27:11,37
Exodus 27:12,24
Exodus 27:13,15
Exodus 27:14,19
Exodus 27:15,17
Exodus 27:16,37
Exodus 27:17,23
Exodus 27:18,30
Exodus 27:19,27
Exodus 27:20,26
Exodus 27:21,46
Exodus 28:1,39
Exodus 28:2,15
Exodus 28:3,38
Exodus 28:4,49
Exodus 28:5,14
Exodus 28:6,22
Exodus 28:7,20
Exodus 28:8,34
Exodus 28:9,18
Exodus 28:10,23
Exodus 28:11,39
Exodus 28:12,38
Exodus 28:13,7
Exodus 28:14,24
Exodus 28:15,40
Exodus 28:16,21
Exodus 28:17,32
Exodus 28:18,13
Exodus 28:19,11
Exodus 28:20,21
Exodus 28:21,37
Exodus 28:22,17
Exodus 28:23,24
Exodus 28:24,22
Exodus 28:25,28
Exodus 28:26,33
Exodus 28:27,38
Exodus 28:28,42
Exodus 28:29,34
Exodus 28:30,46
Exodus 28:31,12
Exodus 28:32,42
Exodus 28:33,32
Exodus 28:34,20
Exodus 28:35,34
Exodus 28:36,23
Exodus 28:37,25
Exodus 28:38,45
Exodus 28:39,26
Exodus 28:40,27
Exodus 28:41,34
Exodus 28:42,21
Exodus 28:43,55
Exodus 29:1,31
Exodus 29:2,22
Exodus 29:3,21
Exodus 29:4,23
Exodus 29:5,34
Exodus 29:6,17
Exodus 29:7,16
Exodus 29:8,11
Exodus 29:9,36
Exodus 29:10,30
Exodus 29:11,18
Exodus 29:12,33
Exodus 29:13,36
Exodus 29:14,25
Exodus 29:15,21
Exodus 29:16,20
Exodus 29:17,27
Exodus 29:18,31
Exodus 29:19,22
Exodus 29:20,60
Exodus 29:21,56
Exodus 29:22,47
Exodus 29:23,27
Exodus 29:24,28
Exodus 29:25,35
Exodus 29:26,28
Exodus 29:27,46
Exodus 29:28,50
Exodus 29:29,22
Exodus 29:30,30
Exodus 29:31,17
Exodus 29:32,29
Exodus 29:33,28
Exodus 29:34,34
Exodus 29:35,26
Exodus 29:36,36
Exodus 29:37,28
Exodus 29:38,21
Exodus 29:39,18
Exodus 29:40,34
Exodus 29:41,40
Exodus 29:42,32
Exodus 29:43,19
Exodus 29:44,29
Exodus 29:45,14
Exodus 29:46,33
Exodus 30:1,17
Exodus 30:2,33
Exodus 30:3,33
Exodus 30:4,42
Exodus 30:5,14
Exodus 30:6,31
Exodus 30:7,20
Exodus 30:8,23
Exodus 30:9,20
Exodus 30:10,44
Exodus 30:11,7
Exodus 30:12,42
Exodus 30:13,37
Exodus 30:14,22
Exodus 30:15,32
Exodus 30:16,46
Exodus 30:17,7
Exodus 30:18,37
Exodus 30:19,13
Exodus 30:20,37
Exodus 30:21,33
Exodus 30:22,7
Exodus 30:23,35
Exodus 30:24,18
Exodus 30:25,26
Exodus 30:26,16
Exodus 30:27,18
Exodus 30:28,16
Exodus 30:29,17
Exodus 30:30,21
Exodus 30:31,22
Exodus 30:32,31
Exodus 30:33,22
Exodus 30:34,30
Exodus 30:35,20
Exodus 30:36,35
Exodus 30:37,29
Exodus 30:38,17
Exodus 31:1,7
Exodus 31:2,20
Exodus 31:3,24
Exodus 31:4,14
Exodus 31:5,20
Exodus 31:6,42
Exodus 31:7,25
Exodus 31:8,19
Exodus 31:9,16
Exodus 31:10,25
Exodus 31:11,22
Exodus 31:12,7
Exodus 31:13,40
Exodus 31:14,39
Exodus 31:15,34
Exodus 31:16,20
Exodus 31:17,33
Exodus 31:18,31
Exodus 32:1,60
Exodus 32:2,30
Exodus 32:3,19
Exodus 32:4,41
Exodus 32:5,25
Exodus 32:6,31
Exodus 32:7,25
Exodus 32:8,47
Exodus 32:9,18
Exodus 32:10,28
Exodus 32:11,38
Exodus 32:12,43
Exodus 32:13,51
Exodus 32:14,15
Exodus 32:15,39
Exodus 32:16,20
Exodus 32:17,25
Exodus 32:18,36
Exodus 32:19,42
Exodus 32:20,35
Exodus 32:21,21
Exodus 32:22,22
Exodus 32:23,38
Exodus 32:24,32
Exodus 32:25,21
Exodus 32:26,33
Exodus 32:27,48
Exodus 32:28,24
Exodus 32:29,31
Exodus 32:30,38
Exodus 32:31,23
Exodus 32:32,24
Exodus 32:33,19
Exodus 32:34,37
Exodus 32:35,14
Exodus 33:1,47
Exodus 33:2,28
Exodus 33:3,32
Exodus 33:4,19
Exodus 33:5,50
Exodus 33:6,14
Exodus 33:7,49
Exodus 33:8,37
Exodus 33:9,29
Exodus 33:10,27
Exodus 33:11,40
Exodus 33:12,46
Exodus 33:13,39
Exodus 33:14,15
Exodus 33:15,17
Exodus 33:16,48
Exodus 33:17,30
Exodus 33:18,10
Exodus 33:19,43
Exodus 33:20,18
Exodus 33:21,18
Exodus 33:22,33
Exodus 33:23,21
Exodus 34:1,34
Exodus 34:2,27
Exodus 34:3,28
Exodus 34:4,41
Exodus 34:5,19
Exodus 34:6,24
Exodus 34:7,41
Exodus 34:8,13
Exodus 34:9,42
Exodus 34:10,57
Exodus 34:11,32
Exodus 34:12,29
Exodus 34:13,14
Exodus 34:14,18
Exodus 34:15,35
Exodus 34:16,28
Exodus 34:17,7
Exodus 34:18,36
Exodus 34:19,20
Exodus 34:20,40
Exodus 34:21,22
Exodus 34:22,23
Exodus 34:23,18
Exodus 34:24,36
Exodus 34:25,26
Exodus 34:26,29
Exodus 34:27,27
Exodus 34:28,34
Exodus 34:29,44
Exodus 34:30,26
Exodus 34:31,22
Exodus 34:32,26
Exodus 34:33,15
Exodus 34:34,37
Exodus 34:35,34
Exodus 35:1,30
Exodus 35:2,35
Exodus 35:3,12
Exodus 35:4,22
Exodus 35:5,30
Exodus 35:6,12
Exodus 35:7,11
Exodus 35:8,15
Exodus 35:9,15
Exodus 35:10,16
Exodus 35:11,19
